timestamp,session_id,file_path,language,typing_speed_wpm,latency_variance_ms,pause_ratio,backspace_rate,idle_ratio,focus_switches,compile_success_rate,session_fragmentation,anxiety_score,risk_level,timestamp_batch,window_focused,keystrokes_total,compile_attempts,survey_reported_stress,survey_reported_difficulty
2026-06-06 11:48:54,0112530032_114854,C:\Windows\system32\cmd.exe,Unknown,0.00,0.00,0.00,0.00,0.00,0,90.00,0.00,0,LOW,2026-06-06_1148,FALSE,1,0,5,5
2026-06-06 11:49:24,0112530032_114854,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,3,90.00,0.00,0,LOW,2026-06-06_1149,TRUE,1,0,5,5
2026-06-06 11:49:54,0112530032_114854,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,3,90.00,0.00,0,LOW,2026-06-06_1149,TRUE,1,0,5,5
2026-06-06 11:50:24,0112530032_114854,Unknown,Unknown,1.33,26004.79,0.88,0.00,0.01,3,90.00,1.00,60,HIGH,2026-06-06_1150,TRUE,10,0,5,5
2026-06-06 11:50:54,0112530032_114854,Unknown,Unknown,2.27,17171.64,0.66,0.00,0.14,3,90.00,1.00,60,HIGH,2026-06-06_1150,TRUE,22,0,5,5
2026-06-06 11:51:24,0112530032_114854,Unknown,Unknown,2.27,17171.64,0.53,0.00,1.00,3,90.00,0.80,60,HIGH,2026-06-06_1151,TRUE,22,0,5,5
2026-06-06 11:51:54,0112530032_114854,Unknown,Unknown,2.27,17171.64,0.44,0.00,1.00,3,90.00,0.67,60,HIGH,2026-06-06_1151,TRUE,22,0,5,5
2026-06-06 11:52:24,0112530032_114854,Unknown,Unknown,1.54,22997.77,0.81,0.00,0.00,3,90.00,1.00,60,HIGH,2026-06-06_1152,TRUE,27,0,5,5
2026-06-06 11:52:54,0112530032_114854,Unknown,Unknown,2.09,19198.45,0.71,0.00,0.55,3,90.00,1.00,60,HIGH,2026-06-06_1152,TRUE,39,0,5,5
2026-06-06 11:53:24,0112530032_114854,Unknown,Unknown,2.45,13177.46,0.63,0.00,0.02,3,90.00,0.89,60,HIGH,2026-06-06_1153,TRUE,55,0,5,5
2026-06-06 11:53:54,0112530032_114854,Unknown,Unknown,3.04,3313.41,0.57,9.21,0.03,3,75.00,0.80,60,HIGH,2026-06-06_1153,TRUE,76,0,5,5
2026-06-06 11:54:24,0112530032_114854,Unknown,Unknown,3.25,3501.42,0.52,10.11,0.06,3,60.00,0.73,70,HIGH,2026-06-06_1154,TRUE,89,0,5,5
2026-06-06 11:54:54,0112530032_114854,Unknown,Unknown,3.37,2250.61,0.47,9.38,0.64,3,75.00,0.67,60,HIGH,2026-06-06_1154,TRUE,96,0,5,5
