timestamp,session_id,file_path,language,typing_speed_wpm,latency_variance_ms,pause_ratio,backspace_rate,idle_ratio,focus_switches,compile_success_rate,session_fragmentation,anxiety_score,risk_level,timestamp_batch,window_focused,keystrokes_total,compile_attempts,survey_reported_stress,survey_reported_difficulty
2026-06-10 15:14:47,0112520118_151247,C:\Windows\system32\cmd.exe,Unknown,0.00,0.00,0.00,0.00,0.71,5,90.00,0.00,0,LOW,2026-06-10_1514,FALSE,1,0,4,5
2026-06-10 15:15:17,0112520118_151247,"""D:\New folder\Shiam1.exe""",Unknown,1.41,15285.97,0.00,25.00,0.58,15,50.00,0.00,50,MODERATE,2026-06-10_1515,FALSE,4,0,4,5
2026-06-10 15:15:47,0112520118_151247,Shiam1.c,C/C++,3.12,10392.36,0.20,5.26,0.28,16,75.00,0.67,40,MODERATE,2026-06-10_1515,TRUE,19,0,4,5
2026-06-10 15:16:17,0112520118_151247,Shiam1.c,C/C++,3.12,10392.36,0.17,5.26,1.00,16,75.00,0.57,40,MODERATE,2026-06-10_1516,TRUE,19,0,4,5
2026-06-10 15:16:47,0112520118_151247,Unknown,Unknown,2.32,14398.77,0.40,7.41,0.05,23,75.00,1.00,60,HIGH,2026-06-10_1516,FALSE,27,0,4,5
2026-06-10 15:17:17,0112520118_151247,*Shiam2.c,C/C++,4.00,8705.44,0.36,7.02,0.02,26,75.00,0.89,60,HIGH,2026-06-10_1517,TRUE,57,0,4,5
2026-06-10 15:17:48,0112520118_151247,Shiam2.c,C/C++,5.55,1060.37,0.32,5.38,0.02,33,75.00,0.80,60,HIGH,2026-06-10_1517,TRUE,93,0,4,5
2026-06-10 15:18:18,0112520118_151247,*Shiam2.c,C/C++,7.50,2690.27,0.29,9.73,0.00,36,75.00,0.73,40,MODERATE,2026-06-10_1518,TRUE,113,0,4,5
2026-06-10 15:18:48,0112520118_151247,*Shiam2.c,C/C++,11.03,2852.84,0.27,9.23,0.01,42,75.00,0.67,40,MODERATE,2026-06-10_1518,TRUE,130,0,4,5
2026-06-10 15:19:18,0112520118_151247,*Shiam2.c,C/C++,9.00,3407.58,0.25,8.63,0.00,50,75.00,0.61,40,MODERATE,2026-06-10_1519,TRUE,139,0,4,5
2026-06-10 15:19:48,0112520118_151247,*Shiam2.c,C/C++,8.15,2447.09,0.23,9.49,0.08,52,75.00,0.57,40,MODERATE,2026-06-10_1519,TRUE,158,0,4,5
2026-06-10 15:20:18,0112520118_151247,Unknown,Unknown,7.79,2450.30,0.22,9.32,0.83,60,75.00,0.53,40,MODERATE,2026-06-10_1520,FALSE,161,0,4,5
2026-06-10 15:20:48,0112520118_151247,Shiam2.c,C/C++,7.79,2450.30,0.20,9.32,1.00,63,75.00,0.50,40,MODERATE,2026-06-10_1520,TRUE,161,0,4,5
2026-06-10 15:21:18,0112520118_151247,*Shiam2.c,C/C++,5.36,9290.68,0.32,8.72,0.14,64,75.00,0.70,60,HIGH,2026-06-10_1521,TRUE,172,0,4,5
2026-06-10 15:21:48,0112520118_151247,*Shiam2.c,C/C++,5.10,9164.77,0.30,8.67,0.05,68,75.00,0.67,40,MODERATE,2026-06-10_1521,TRUE,196,0,4,5
2026-06-10 15:22:18,0112520118_151247,Shiam2.c,C/C++,5.11,9185.39,0.29,8.42,0.41,71,75.00,0.63,40,MODERATE,2026-06-10_1522,TRUE,202,0,4,5
2026-06-10 15:22:48,0112520118_151247,Shiam2.c,C/C++,4.59,3372.86,0.27,8.56,0.01,77,75.00,0.60,40,MODERATE,2026-06-10_1522,TRUE,222,0,4,5
2026-06-10 15:23:18,0112520118_151247,Unknown,Unknown,5.07,3607.30,0.26,7.95,0.09,83,75.00,0.57,40,MODERATE,2026-06-10_1523,FALSE,239,0,4,5
2026-06-10 15:23:48,0112520118_151247,Shiam2.c,C/C++,5.07,3607.30,0.25,7.95,1.00,102,75.00,0.54,40,MODERATE,2026-06-10_1523,TRUE,239,0,4,5
2026-06-10 15:24:18,0112520118_151247,Unknown,Unknown,4.55,5704.12,0.29,8.11,0.09,116,75.00,0.69,40,MODERATE,2026-06-10_1524,FALSE,259,0,4,5
2026-06-10 15:24:48,0112520118_151247,Shiam2.c,C/C++,5.97,5696.42,0.28,8.40,0.95,127,75.00,0.67,40,MODERATE,2026-06-10_1524,TRUE,262,0,4,5
2026-06-10 15:25:18,0112520118_151247,Shiam3.c,C/C++,5.97,5696.42,0.27,8.40,1.00,134,75.00,0.64,40,MODERATE,2026-06-10_1525,TRUE,262,0,4,5
2026-06-10 15:25:48,0112520118_151247,*Shiam3.c,C/C++,5.09,8810.89,0.34,8.42,0.02,139,75.00,0.77,60,HIGH,2026-06-10_1525,TRUE,297,0,4,5
2026-06-10 15:26:18,0112520118_151247,*Shiam3.c,C/C++,5.72,1611.43,0.32,7.84,0.09,145,75.00,0.74,60,HIGH,2026-06-10_1526,TRUE,319,0,4,5
2026-06-10 15:26:48,0112520118_151247,*Shiam3.c,C/C++,7.81,1436.03,0.31,7.37,0.03,151,75.00,0.71,60,HIGH,2026-06-10_1526,TRUE,353,0,4,5
2026-06-10 15:27:18,0112520118_151247,Shiam3.c,C/C++,12.31,1531.46,0.30,7.14,0.60,159,75.00,0.69,40,MODERATE,2026-06-10_1527,TRUE,364,0,4,5
2026-06-10 15:27:49,0112520118_151247,Shiam3.c,C/C++,9.88,2800.47,0.29,6.90,0.53,166,75.00,0.67,40,MODERATE,2026-06-10_1527,TRUE,377,0,4,5
2026-06-10 15:28:19,0112520118_151247,*Shiam3.c,C/C++,7.25,6410.86,0.33,7.07,0.02,167,75.00,0.77,60,HIGH,2026-06-10_1528,TRUE,382,0,4,5
2026-06-10 15:28:49,0112520118_151247,Shiam3.c,C/C++,7.41,6408.79,0.32,6.80,0.56,168,75.00,0.75,60,HIGH,2026-06-10_1528,TRUE,397,0,4,5
2026-06-10 15:29:19,0112520118_151247,Shiam3.c,C/C++,6.54,7100.39,0.31,6.65,0.62,172,75.00,0.73,60,HIGH,2026-06-10_1529,TRUE,406,0,4,5
2026-06-10 15:29:49,0112520118_151247,*Shiam3.c,C/C++,6.13,5602.77,0.33,6.29,0.16,173,75.00,0.82,60,HIGH,2026-06-10_1529,TRUE,429,0,4,5
2026-06-10 15:30:19,0112520118_151247,*Shiam3.c,C/C++,5.94,4837.84,0.32,5.93,0.13,177,75.00,0.80,60,HIGH,2026-06-10_1530,TRUE,455,0,4,5
2026-06-10 15:30:49,0112520118_151247,*Shiam3.c,C/C++,8.04,2062.62,0.31,5.83,0.07,187,75.00,0.78,60,HIGH,2026-06-10_1530,TRUE,480,0,4,5
2026-06-10 15:31:19,0112520118_151247,*Shiam3.c,C/C++,8.47,3266.60,0.30,5.62,0.05,187,75.00,0.76,40,MODERATE,2026-06-10_1531,TRUE,498,0,4,5
2026-06-10 15:31:49,0112520118_151247,Shiam3.c,C/C++,11.39,1070.59,0.30,10.13,0.34,192,60.00,0.74,50,MODERATE,2026-06-10_1531,TRUE,533,0,4,5
2026-06-10 15:32:19,0112520118_151247,Shiam3.c,C/C++,9.49,2155.69,0.29,10.15,0.45,196,60.00,0.72,50,MODERATE,2026-06-10_1532,TRUE,542,0,4,5
2026-06-10 15:32:49,0112520118_151247,*Shiam3.c,C/C++,9.82,2798.98,0.28,11.42,0.03,207,60.00,0.70,51,MODERATE,2026-06-10_1532,TRUE,578,0,4,5
2026-06-10 15:33:19,0112520118_151247,"""D:\New folder\Shiam3.exe""",Unknown,10.50,1499.08,0.27,11.67,0.11,219,60.00,0.68,52,MODERATE,2026-06-10_1533,FALSE,600,0,4,5
2026-06-10 15:33:49,0112520118_151247,*Shiam3.c,C/C++,9.45,1842.96,0.27,11.36,0.27,225,60.00,0.67,51,MODERATE,2026-06-10_1533,TRUE,616,0,4,5
2026-06-10 15:34:19,0112520118_151247,Shiam3.c,C/C++,8.35,2285.84,0.26,11.75,0.63,230,60.00,0.65,52,MODERATE,2026-06-10_1534,TRUE,630,0,4,5
2026-06-10 15:34:49,0112520118_151247,*Shiam3.c,C/C++,7.15,6083.89,0.29,11.58,0.00,231,60.00,0.73,52,MODERATE,2026-06-10_1534,TRUE,639,0,4,5
2026-06-10 15:35:19,0112520118_151247,Shiam3.c,C/C++,7.38,6050.58,0.28,11.13,0.07,243,60.00,0.71,51,MODERATE,2026-06-10_1535,TRUE,665,0,4,5
2026-06-10 15:35:49,0112520118_151247,*Shiam3.c,C/C++,7.25,5907.64,0.27,11.23,0.52,250,60.00,0.69,51,MODERATE,2026-06-10_1535,TRUE,677,0,4,5
2026-06-10 15:36:19,0112520118_151247,*Shiam3.c,C/C++,7.25,5907.64,0.27,11.23,1.00,250,60.00,0.68,51,MODERATE,2026-06-10_1536,TRUE,677,0,4,5
2026-06-10 15:36:49,0112520118_151247,Shiam3.c,C/C++,5.23,6775.65,0.29,11.29,0.24,251,60.00,0.75,51,MODERATE,2026-06-10_1536,TRUE,682,0,4,5
2026-06-10 15:37:20,0112520118_151247,*Shiam3.c,C/C++,5.14,6845.29,0.29,10.92,0.04,256,60.00,0.73,51,MODERATE,2026-06-10_1537,TRUE,705,0,4,5
2026-06-10 15:37:50,0112520118_151247,*Shiam3.c,C/C++,5.19,6971.22,0.28,10.82,0.04,262,60.00,0.72,51,MODERATE,2026-06-10_1537,TRUE,721,0,4,5
2026-06-10 15:38:20,0112520118_151247,"""D:\New folder\Shiam3.exe""",Unknown,5.80,2527.10,0.28,10.81,0.01,272,60.00,0.70,51,MODERATE,2026-06-10_1538,FALSE,749,0,4,5
2026-06-10 15:38:50,0112520118_151247,Shiam3.c,C/C++,6.90,1484.40,0.27,10.48,0.85,273,60.00,0.69,50,MODERATE,2026-06-10_1538,TRUE,773,0,4,5
2026-06-10 15:39:20,0112520118_151247,Unknown,Unknown,6.90,1484.40,0.27,10.48,1.00,280,60.00,0.68,50,MODERATE,2026-06-10_1539,FALSE,773,0,4,5
2026-06-10 15:39:50,0112520118_151247,Shiam3.c,C/C++,6.90,1484.40,0.26,10.48,1.00,287,60.00,0.67,50,MODERATE,2026-06-10_1539,TRUE,773,0,4,5
2026-06-10 15:40:20,0112520118_151247,Shiam3.c,C/C++,6.90,1484.40,0.26,10.48,1.00,293,60.00,0.65,50,MODERATE,2026-06-10_1540,TRUE,773,0,4,5
2026-06-10 15:40:50,0112520118_151247,Shiam3.c,C/C++,6.90,1484.40,0.25,10.48,1.00,301,60.00,0.64,50,MODERATE,2026-06-10_1540,TRUE,773,0,4,5
2026-06-10 15:41:20,0112520118_151247,Shiam3.c,C/C++,6.90,1484.40,0.25,10.48,1.00,303,60.00,0.63,50,MODERATE,2026-06-10_1541,TRUE,773,0,4,5
2026-06-10 15:41:50,0112520118_151247,Shiam.c,C/C++,3.36,26360.33,0.35,10.45,0.64,309,60.00,0.69,70,HIGH,2026-06-10_1541,TRUE,775,0,4,5
2026-06-10 15:42:20,0112520118_151247,Shiam.c,C/C++,3.36,26360.33,0.34,10.45,1.00,311,60.00,0.68,70,HIGH,2026-06-10_1542,TRUE,775,0,4,5
2026-06-10 15:42:50,0112520118_151247,Unknown,Unknown,2.90,27396.82,0.37,10.44,0.74,316,60.00,0.73,70,HIGH,2026-06-10_1542,FALSE,776,0,4,5
2026-06-10 15:43:20,0112520118_151247,"""D:\New folder\Shiam3.exe""",Unknown,3.13,27655.81,0.36,10.28,0.04,323,60.00,0.72,70,HIGH,2026-06-10_1543,FALSE,788,0,4,5
2026-06-10 15:43:50,0112520118_151247,*Shiam3.c,C/C++,2.92,27675.89,0.36,10.38,0.09,324,60.00,0.71,70,HIGH,2026-06-10_1543,TRUE,790,0,4,5
2026-06-10 15:44:20,0112520118_151247,*Shiam3.c,C/C++,2.72,27883.57,0.37,10.49,0.04,324,60.00,0.76,70,HIGH,2026-06-10_1544,TRUE,791,0,4,5
2026-06-10 15:44:50,0112520118_151247,*Shiam3.c,C/C++,2.96,5268.51,0.36,10.01,0.00,326,60.00,0.75,70,HIGH,2026-06-10_1544,TRUE,829,0,4,5
2026-06-10 15:45:20,0112520118_151247,*Shiam3.c,C/C++,2.91,2189.85,0.36,9.89,0.24,328,75.00,0.74,60,HIGH,2026-06-10_1545,TRUE,849,0,4,5
2026-06-10 15:45:50,0112520118_151247,*Shiam3.c,C/C++,2.91,2189.85,0.35,9.89,1.00,328,75.00,0.73,60,HIGH,2026-06-10_1545,TRUE,849,0,4,5
2026-06-10 15:46:20,0112520118_151247,*Shiam3.c,C/C++,2.53,8966.08,0.38,10.00,0.15,328,60.00,0.77,60,HIGH,2026-06-10_1546,TRUE,850,0,4,5
2026-06-10 15:46:50,0112520118_151247,Shiam3.c,C/C++,2.38,9379.58,0.37,10.21,0.14,333,60.00,0.76,70,HIGH,2026-06-10_1546,TRUE,852,0,4,5
2026-06-10 15:47:21,0112520118_151247,Shiam3.c,C/C++,2.26,9423.89,0.37,10.12,0.22,339,60.00,0.75,70,HIGH,2026-06-10_1547,TRUE,860,0,4,5
2026-06-10 15:47:51,0112520118_151247,Shiam3.c,C/C++,2.15,9503.37,0.36,10.17,0.32,343,60.00,0.74,70,HIGH,2026-06-10_1547,TRUE,865,0,4,5
2026-06-10 15:48:21,0112520118_151247,"""D:\New folder\Shiam3.exe""",Unknown,5.10,9891.08,0.36,9.87,0.01,354,75.00,0.73,60,HIGH,2026-06-10_1548,FALSE,892,0,4,5
2026-06-10 15:48:51,0112520118_151247,Shiam3.c,C/C++,5.46,3524.75,0.35,9.62,0.90,355,75.00,0.72,60,HIGH,2026-06-10_1548,TRUE,915,0,4,5
2026-06-10 15:49:21,0112520118_151247,Shiam2.c,C/C++,5.46,3524.75,0.35,9.62,1.00,359,75.00,0.71,60,HIGH,2026-06-10_1549,TRUE,915,0,4,5
2026-06-10 15:49:51,0112520118_151247,Shiam2.c,C/C++,5.46,3524.75,0.34,9.62,1.00,359,75.00,0.70,60,HIGH,2026-06-10_1549,TRUE,915,0,4,5
2026-06-10 15:50:21,0112520118_151247,Shiam2.c,C/C++,5.46,3524.75,0.34,9.62,1.00,361,75.00,0.69,60,HIGH,2026-06-10_1550,TRUE,915,0,4,5
2026-06-10 15:50:51,0112520118_151247,*Shiam3.c,C/C++,3.32,19943.42,0.40,9.98,0.04,365,75.00,0.74,60,HIGH,2026-06-10_1550,TRUE,922,0,4,5
2026-06-10 15:51:21,0112520118_151247,*Shiam3.c,C/C++,3.25,19977.99,0.39,10.31,0.05,367,60.00,0.73,70,HIGH,2026-06-10_1551,TRUE,941,0,4,5
2026-06-10 15:51:51,0112520118_151247,*Shiam3.c,C/C++,4.18,19961.14,0.39,10.17,0.08,369,60.00,0.72,70,HIGH,2026-06-10_1551,TRUE,954,0,4,5
2026-06-10 15:52:21,0112520118_151247,Shiam3.c,C/C++,4.80,2924.55,0.38,10.46,0.21,372,60.00,0.71,70,HIGH,2026-06-10_1552,TRUE,966,0,4,5
2026-06-10 15:52:51,0112520118_151247,Shiam3.c,C/C++,4.25,4436.32,0.38,10.70,0.05,374,60.00,0.70,71,HIGH,2026-06-10_1552,TRUE,972,0,4,5
2026-06-10 15:53:21,0112520118_151247,Shiam3.c,C/C++,3.90,4776.56,0.37,10.66,0.19,378,60.00,0.69,71,HIGH,2026-06-10_1553,TRUE,976,0,4,5
2026-06-10 15:53:51,0112520118_151247,*Shiam3.c,C/C++,3.64,4690.62,0.37,11.18,0.00,381,60.00,0.68,71,HIGH,2026-06-10_1553,TRUE,993,0,4,5
2026-06-10 15:54:21,0112520118_151247,Shiam3.c,C/C++,3.49,4606.51,0.36,11.02,0.49,386,60.00,0.67,71,HIGH,2026-06-10_1554,TRUE,1007,0,4,5
2026-06-10 15:54:51,0112520118_151247,Shiam3.c,C/C++,5.44,4201.39,0.36,10.88,0.72,391,60.00,0.67,71,HIGH,2026-06-10_1554,TRUE,1020,0,4,5
2026-06-10 15:55:21,0112520118_151247,Shiam3.c,C/C++,5.44,4201.39,0.35,10.88,1.00,391,60.00,0.66,71,HIGH,2026-06-10_1555,TRUE,1020,0,4,5
2026-06-10 15:55:51,0112520118_151247,Shiam3.c,C/C++,5.10,8659.31,0.37,10.85,0.44,394,60.00,0.70,71,HIGH,2026-06-10_1555,TRUE,1051,0,4,5
2026-06-10 15:56:21,0112520118_151247,*Shiam3.c,C/C++,4.40,10288.62,0.38,10.93,0.06,395,60.00,0.73,71,HIGH,2026-06-10_1556,TRUE,1052,0,4,5
2026-06-10 15:56:51,0112520118_151247,*Shiam3.c,C/C++,4.99,5817.02,0.38,10.92,0.04,395,60.00,0.73,71,HIGH,2026-06-10_1556,TRUE,1071,0,4,5
2026-06-10 15:57:22,0112520118_151247,Shiam3.c,C/C++,7.61,1302.06,0.38,10.46,0.48,401,60.00,0.72,70,HIGH,2026-06-10_1557,TRUE,1119,0,4,5
