timestamp,session_id,file_path,language,typing_speed_wpm,latency_variance_ms,pause_ratio,backspace_rate,idle_ratio,focus_switches,compile_success_rate,session_fragmentation,anxiety_score,risk_level,timestamp_batch,window_focused,keystrokes_total,compile_attempts,survey_reported_stress,survey_reported_difficulty
2026-06-10 15:13:32,0112530159_151201,p1.c,C/C++,22.85,562.31,0.00,22.22,0.32,8,50.00,0.00,37,MODERATE,2026-06-10_1513,TRUE,9,0,4,5
2026-06-10 15:14:02,0112530159_151201,*p1.c,C/C++,15.48,2088.66,0.00,21.88,0.65,9,50.00,0.00,47,MODERATE,2026-06-10_1514,TRUE,32,0,4,5
2026-06-10 15:14:32,0112530159_151201,*p1.c,C/C++,15.48,2088.66,0.00,21.88,1.00,9,50.00,0.00,47,MODERATE,2026-06-10_1514,TRUE,32,0,4,5
2026-06-10 15:15:02,0112530159_151201,*p1.c,C/C++,5.93,8979.21,0.34,25.00,0.24,9,50.00,0.67,85,CRITICAL,2026-06-10_1515,TRUE,48,0,4,5
2026-06-10 15:15:32,0112530159_151201,*p1.c,C/C++,6.66,8887.90,0.29,20.55,0.10,9,50.00,0.57,61,HIGH,2026-06-10_1515,TRUE,73,0,4,5
2026-06-10 15:16:02,0112530159_151201,*p1.c,C/C++,6.99,3093.61,0.25,15.96,0.10,9,50.00,0.50,56,MODERATE,2026-06-10_1516,TRUE,94,0,4,5
2026-06-10 15:16:32,0112530159_151201,*p1.c,C/C++,7.22,2087.54,0.23,14.16,0.35,9,60.00,0.44,54,MODERATE,2026-06-10_1516,TRUE,113,0,4,5
2026-06-10 15:17:02,0112530159_151201,*p1.c,C/C++,5.99,3825.87,0.20,12.70,0.04,9,60.00,0.40,53,MODERATE,2026-06-10_1517,TRUE,126,0,4,5
2026-06-10 15:17:32,0112530159_151201,*p1.c,C/C++,8.69,3880.03,0.19,18.24,0.06,9,50.00,0.36,58,MODERATE,2026-06-10_1517,TRUE,148,0,4,5
2026-06-10 15:18:02,0112530159_151201,*p1.c,C/C++,7.58,1854.82,0.17,18.90,0.01,9,50.00,0.33,59,MODERATE,2026-06-10_1518,TRUE,164,0,4,5
2026-06-10 15:18:32,0112530159_151201,*p1.c,C/C++,7.45,1860.83,0.16,22.22,0.06,9,50.00,0.31,62,HIGH,2026-06-10_1518,TRUE,189,0,4,5
