timestamp,session_id,file_path,language,typing_speed_wpm,latency_variance_ms,pause_ratio,backspace_rate,idle_ratio,focus_switches,compile_success_rate,session_fragmentation,anxiety_score,risk_level,timestamp_batch,window_focused,keystrokes_total,compile_attempts
2026-04-07 11:35:28,0112530126_113528,C:\Windows\system32\cmd.exe,Unknown,0.00,0.00,0.00,0.00,0.00,0,90.00,0.00,0,LOW,2026-04-07_1135,FALSE,0,0
2026-04-07 11:35:59,0112530126_113528,Unknown,Unknown,43.36,141.32,0.00,0.00,0.45,14,90.00,0.00,15,LOW,2026-04-07_1135,TRUE,5,0
2026-04-07 11:36:29,0112530126_113528,Unknown,Unknown,1.87,13855.32,0.58,0.00,0.01,37,90.00,1.00,60,HIGH,2026-04-07_1136,FALSE,7,0
2026-04-07 11:36:59,0112530126_113528,main.c [fahad],Unknown,1.87,13855.32,0.39,0.00,1.00,48,90.00,1.00,60,HIGH,2026-04-07_1136,TRUE,7,0
2026-04-07 11:37:29,0112530126_113528,main.c [fahad],Unknown,1.15,17244.60,0.61,0.00,0.73,48,90.00,1.00,60,HIGH,2026-04-07_1137,TRUE,8,0
2026-04-07 11:37:59,0112530126_113528,main.c [fahad],Unknown,1.15,17244.60,0.49,0.00,1.00,48,90.00,1.00,60,HIGH,2026-04-07_1137,TRUE,8,0
2026-04-07 11:38:29,0112530126_113528,main.c [fahad],Unknown,1.15,17244.60,0.41,0.00,1.00,48,90.00,1.00,60,HIGH,2026-04-07_1138,TRUE,8,0
2026-04-07 11:38:59,0112530126_113528,main.c [fahad],Unknown,1.15,17244.60,0.35,0.00,1.00,48,90.00,1.00,60,HIGH,2026-04-07_1138,TRUE,8,0
2026-04-07 11:39:29,0112530126_113528,*main.c [fahad],Unknown,1.01,28912.38,0.80,5.26,0.01,49,75.00,1.00,60,HIGH,2026-04-07_1139,TRUE,19,0
2026-04-07 11:39:59,0112530126_113528,*main.c [fahad],Unknown,1.19,25726.07,0.71,4.17,0.44,49,90.00,1.00,60,HIGH,2026-04-07_1139,TRUE,24,0
2026-04-07 11:40:29,0112530126_113528,*main.c [fahad],Unknown,1.22,23910.07,0.64,3.57,0.31,49,90.00,1.00,60,HIGH,2026-04-07_1140,TRUE,28,0
2026-04-07 11:40:59,0112530126_113528,*main.c [fahad],Unknown,1.14,23170.90,0.58,6.67,0.03,49,75.00,1.00,60,HIGH,2026-04-07_1140,TRUE,30,0
2026-04-07 11:41:29,0112530126_113528,*main.c [fahad],Unknown,1.14,23170.90,0.53,6.67,1.00,49,75.00,1.00,60,HIGH,2026-04-07_1141,TRUE,30,0
2026-04-07 11:41:59,0112530126_113528,*main.c [fahad],Unknown,1.35,20374.58,0.59,9.52,0.06,49,75.00,1.00,60,HIGH,2026-04-07_1141,TRUE,42,0
2026-04-07 11:42:29,0112530126_113528,*main.c [fahad],Unknown,1.41,19301.39,0.54,14.89,0.14,49,60.00,1.00,75,HIGH,2026-04-07_1142,TRUE,47,0
2026-04-07 11:42:59,0112530126_113528,main.c [fahad],Unknown,1.41,19301.39,0.51,14.89,1.00,59,60.00,1.00,75,HIGH,2026-04-07_1142,TRUE,47,0
2026-04-07 11:43:29,0112530126_113528,*main.c [fahad],Unknown,1.40,19455.59,0.58,24.07,0.08,60,50.00,1.00,84,CRITICAL,2026-04-07_1143,TRUE,54,0
2026-04-07 11:43:59,0112530126_113528,main.c [fahad],Unknown,1.40,19116.12,0.54,23.21,0.57,64,50.00,1.00,83,CRITICAL,2026-04-07_1143,TRUE,56,0
2026-04-07 11:44:29,0112530126_113528,*main.c [fahad],Unknown,1.36,18706.93,0.51,24.14,0.47,65,50.00,1.00,84,CRITICAL,2026-04-07_1144,TRUE,58,0
2026-04-07 11:45:00,0112530126_113528,*main.c [fahad],Unknown,1.36,18706.93,0.49,24.14,1.00,65,50.00,1.00,84,CRITICAL,2026-04-07_1145,TRUE,58,0
2026-04-07 11:45:30,0112530126_113528,main.c [fahad],Unknown,1.25,12094.45,0.56,25.42,0.60,71,50.00,1.00,85,CRITICAL,2026-04-07_1145,TRUE,59,0
2026-04-07 11:46:00,0112530126_113528,*main.c [fahad],Unknown,1.21,12859.75,0.59,29.03,0.12,72,50.00,1.00,85,CRITICAL,2026-04-07_1146,TRUE,62,0
2026-04-07 11:46:30,0112530126_113528,*main.c [fahad],Unknown,1.45,12824.36,0.56,28.21,0.07,72,50.00,1.00,85,CRITICAL,2026-04-07_1146,TRUE,78,0
2026-04-07 11:47:00,0112530126_113528,*main.c [fahad],Unknown,1.42,12930.51,0.54,27.85,0.34,72,50.00,1.00,85,CRITICAL,2026-04-07_1147,TRUE,79,0
2026-04-07 11:47:30,0112530126_113528,C:\Users\student\Desktop\fahad\bin\Debug\fahad.exe,Unknown,1.54,12068.03,0.52,31.11,0.11,77,50.00,1.00,85,CRITICAL,2026-04-07_1147,FALSE,90,0
2026-04-07 11:48:00,0112530126_113528,main.c [fahad],Unknown,1.61,12117.12,0.50,34.38,0.66,84,50.00,1.00,85,CRITICAL,2026-04-07_1148,TRUE,96,0
2026-04-07 11:48:30,0112530126_113528,main.c [fahad],Unknown,1.61,12117.12,0.48,34.38,1.00,84,50.00,1.00,85,CRITICAL,2026-04-07_1148,TRUE,96,0
2026-04-07 11:49:00,0112530126_113528,*main.c [fahad],Unknown,1.51,14471.09,0.55,38.83,0.07,85,50.00,1.00,85,CRITICAL,2026-04-07_1149,TRUE,103,0
2026-04-07 11:49:30,0112530126_113528,*main.c [fahad],Unknown,1.51,14471.09,0.53,38.83,1.00,85,50.00,1.00,85,CRITICAL,2026-04-07_1149,TRUE,103,0
2026-04-07 11:50:00,0112530126_113528,*main.c [fahad],Unknown,1.91,12461.60,0.56,37.39,0.10,85,50.00,1.00,85,CRITICAL,2026-04-07_1150,TRUE,115,0
2026-04-07 11:50:30,0112530126_113528,C:\Users\student\Desktop\fahad\bin\Debug\fahad.exe,Unknown,1.97,12464.83,0.54,35.20,0.44,90,50.00,1.00,85,CRITICAL,2026-04-07_1150,FALSE,125,0
2026-04-07 11:51:00,0112530126_113528,main.c [fahad],Unknown,1.97,12464.83,0.53,35.20,1.00,91,50.00,1.00,85,CRITICAL,2026-04-07_1151,TRUE,125,0
2026-04-07 11:51:30,0112530126_113528,main.c [fahad],Unknown,1.97,12464.83,0.51,35.20,1.00,91,50.00,1.00,85,CRITICAL,2026-04-07_1151,TRUE,125,0
2026-04-07 11:52:00,0112530126_113528,*main.c [fahad],Unknown,1.99,16660.68,0.58,38.64,0.57,92,50.00,1.00,85,CRITICAL,2026-04-07_1152,TRUE,132,0
