timestamp,session_id,file_path,language,typing_speed_wpm,latency_variance_ms,pause_ratio,backspace_rate,idle_ratio,focus_switches,compile_success_rate,session_fragmentation,anxiety_score,risk_level,timestamp_batch,window_focused,keystrokes_total,compile_attempts
2026-06-10 15:12:22,0112530125_151222,C:\Windows\system32\cmd.exe,Unknown,0.00,0.00,0.00,0.00,0.00,0,90.00,0.00,0,LOW,2026-06-10_1512,FALSE,0,0
2026-06-10 15:12:52,0112530125_151222,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,1,90.00,0.00,0,LOW,2026-06-10_1512,FALSE,0,0
2026-06-10 15:13:22,0112530125_151222,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,1,90.00,0.00,0,LOW,2026-06-10_1513,FALSE,0,0
2026-06-10 15:13:52,0112530125_151222,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,4,90.00,0.00,0,LOW,2026-06-10_1513,FALSE,0,0
2026-06-10 15:14:22,0112530125_151222,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,4,90.00,0.00,0,LOW,2026-06-10_1514,FALSE,0,0
2026-06-10 15:14:52,0112530125_151222,*jannatul 1.c,C/C++,18.28,792.48,0.00,43.75,0.06,7,50.00,0.00,50,MODERATE,2026-06-10_1514,TRUE,16,0
2026-06-10 15:15:22,0112530125_151222,*jannatul 1.c,C/C++,14.41,990.54,0.00,31.82,0.80,7,50.00,0.00,50,MODERATE,2026-06-10_1515,TRUE,22,0
2026-06-10 15:15:52,0112530125_151222,*jannatul 1.c,C/C++,5.66,7736.39,0.21,23.53,0.01,7,50.00,0.57,64,HIGH,2026-06-10_1515,TRUE,34,0
2026-06-10 15:16:22,0112530125_151222,*jannatul 1.c,C/C++,6.27,6389.87,0.19,20.75,0.03,7,50.00,0.50,61,HIGH,2026-06-10_1516,TRUE,53,0
2026-06-10 15:16:52,0112530125_151222,*jannatul 1.c,C/C++,5.46,7177.90,0.17,18.33,0.02,7,50.00,0.44,58,MODERATE,2026-06-10_1516,TRUE,60,0
2026-06-10 15:17:22,0112530125_151222,*jannatul 1.c,C/C++,5.81,7178.67,0.15,15.94,0.67,7,50.00,0.40,56,MODERATE,2026-06-10_1517,TRUE,69,0
2026-06-10 15:17:53,0112530125_151222,*jannatul 1.c,C/C++,5.18,5309.95,0.14,21.69,0.01,7,50.00,0.36,62,HIGH,2026-06-10_1517,TRUE,83,0
2026-06-10 15:18:23,0112530125_151222,*jannatul 1.c,C/C++,5.64,4174.67,0.12,19.09,0.07,7,50.00,0.33,59,MODERATE,2026-06-10_1518,TRUE,110,0
2026-06-10 15:18:53,0112530125_151222,*jannatul 1.c,C/C++,6.58,1765.91,0.12,16.67,0.08,7,50.00,0.31,57,MODERATE,2026-06-10_1518,TRUE,126,0
2026-06-10 15:19:23,0112530125_151222,*jannatul 1.c,C/C++,5.93,2235.79,0.11,18.32,0.34,7,50.00,0.29,58,MODERATE,2026-06-10_1519,TRUE,131,0
2026-06-10 15:19:53,0112530125_151222,*jannatul 1.c,C/C++,5.29,4747.55,0.17,21.90,0.03,7,50.00,0.53,62,HIGH,2026-06-10_1519,TRUE,137,0
2026-06-10 15:20:23,0112530125_151222,*jannatul 1.c,C/C++,5.60,4873.42,0.16,20.13,0.02,7,50.00,0.50,60,HIGH,2026-06-10_1520,TRUE,154,0
2026-06-10 15:20:53,0112530125_151222,*jannatul 1.c,C/C++,6.56,4776.54,0.15,19.43,0.03,7,50.00,0.47,59,MODERATE,2026-06-10_1520,TRUE,175,0
2026-06-10 15:21:23,0112530125_151222,*jannatul 1.c,C/C++,5.87,4855.14,0.14,19.66,0.25,7,50.00,0.44,60,MODERATE,2026-06-10_1521,TRUE,178,0
2026-06-10 15:21:53,0112530125_151222,*jannatul 1.c,C/C++,5.21,3128.30,0.13,19.05,0.01,7,50.00,0.42,59,MODERATE,2026-06-10_1521,TRUE,189,0
