timestamp,session_id,file_path,language,typing_speed_wpm,latency_variance_ms,pause_ratio,backspace_rate,idle_ratio,focus_switches,compile_success_rate,session_fragmentation,anxiety_score,risk_level,timestamp_batch,window_focused,keystrokes_total,compile_attempts
2026-06-10 15:12:30,0112410496_151230,C:\Windows\system32\cmd.exe,Unknown,0.00,0.00,0.00,0.00,0.00,0,90.00,0.00,0,LOW,2026-06-10_1512,FALSE,0,0
2026-06-10 15:13:00,0112410496_151230,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,3,90.00,0.00,0,LOW,2026-06-10_1513,FALSE,0,0
2026-06-10 15:13:31,0112410496_151230,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,3,90.00,0.00,0,LOW,2026-06-10_1513,FALSE,0,0
2026-06-10 15:14:01,0112410496_151230,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,3,90.00,0.00,0,LOW,2026-06-10_1514,FALSE,0,0
2026-06-10 15:14:31,0112410496_151230,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,5,90.00,0.00,0,LOW,2026-06-10_1514,TRUE,0,0
2026-06-10 15:15:01,0112410496_151230,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,5,90.00,0.00,0,LOW,2026-06-10_1515,TRUE,0,0
2026-06-10 15:15:31,0112410496_151230,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,5,90.00,0.00,0,LOW,2026-06-10_1515,TRUE,0,0
2026-06-10 15:16:01,0112410496_151230,Untitlect444.c,C/C++,10.32,1364.50,0.00,27.27,0.15,8,50.00,0.00,50,MODERATE,2026-06-10_1516,TRUE,11,0
2026-06-10 15:16:31,0112410496_151230,*Untitlect444.c,C/C++,10.47,1637.76,0.00,26.32,0.12,9,50.00,0.00,50,MODERATE,2026-06-10_1516,TRUE,38,0
2026-06-10 15:17:01,0112410496_151230,*Untitlect444.c,C/C++,9.87,1960.53,0.00,21.67,0.14,9,50.00,0.00,47,MODERATE,2026-06-10_1517,TRUE,60,0
2026-06-10 15:17:31,0112410496_151230,*Untitlect444.c,C/C++,9.60,1924.66,0.00,20.63,0.95,9,50.00,0.00,46,MODERATE,2026-06-10_1517,TRUE,63,0
2026-06-10 15:18:01,0112410496_151230,*Untitlect444.c,C/C++,6.49,4818.55,0.09,23.29,0.08,9,50.00,0.36,63,HIGH,2026-06-10_1518,TRUE,73,0
2026-06-10 15:18:31,0112410496_151230,*Untitlect444.c,C/C++,6.42,4848.86,0.09,19.77,0.22,9,50.00,0.33,60,MODERATE,2026-06-10_1518,TRUE,86,0
2026-06-10 15:19:01,0112410496_151230,*Untitlect444.c,C/C++,5.81,5504.19,0.08,18.09,0.11,9,50.00,0.31,58,MODERATE,2026-06-10_1519,TRUE,94,0
2026-06-10 15:19:31,0112410496_151230,*Untitlect444.c,C/C++,6.29,3434.99,0.07,19.66,0.51,9,50.00,0.29,60,MODERATE,2026-06-10_1519,TRUE,117,0
2026-06-10 15:20:01,0112410496_151230,*Untitlect444.c,C/C++,5.53,4062.85,0.07,18.60,0.26,9,50.00,0.27,59,MODERATE,2026-06-10_1520,TRUE,129,0
2026-06-10 15:20:31,0112410496_151230,*Untitlect444.c,C/C++,5.20,3256.30,0.06,18.12,0.25,9,50.00,0.25,58,MODERATE,2026-06-10_1520,TRUE,138,0
2026-06-10 15:21:01,0112410496_151230,*Untitlect444.c,C/C++,4.70,4557.12,0.06,17.86,0.41,9,50.00,0.23,58,MODERATE,2026-06-10_1521,TRUE,140,0
2026-06-10 15:21:31,0112410496_151230,*Untitlect444.c,C/C++,4.10,6753.77,0.13,17.73,0.15,9,50.00,0.44,58,MODERATE,2026-06-10_1521,TRUE,141,0
2026-06-10 15:22:01,0112410496_151230,*Untitlect444.c,C/C++,3.77,6993.56,0.12,19.31,0.25,9,50.00,0.42,59,MODERATE,2026-06-10_1522,TRUE,145,0
2026-06-10 15:22:31,0112410496_151230,*Untitlect444.c,C/C++,3.77,6993.56,0.11,19.31,1.00,9,50.00,0.40,59,MODERATE,2026-06-10_1522,TRUE,145,0
2026-06-10 15:23:01,0112410496_151230,*Untitlect444.c,C/C++,3.20,8978.36,0.18,20.81,0.14,9,50.00,0.57,61,HIGH,2026-06-10_1523,TRUE,149,0
2026-06-10 15:23:31,0112410496_151230,*Untitlect444.c,C/C++,2.99,9070.32,0.17,21.05,0.20,9,50.00,0.54,61,HIGH,2026-06-10_1523,TRUE,152,0
2026-06-10 15:24:02,0112410496_151230,*Untitlect444.c,C/C++,3.11,8950.05,0.16,20.86,0.07,9,50.00,0.52,61,HIGH,2026-06-10_1524,TRUE,163,0
2026-06-10 15:24:32,0112410496_151230,*Untitlect444.c,C/C++,3.11,8916.84,0.15,20.73,0.91,9,50.00,0.50,61,HIGH,2026-06-10_1524,TRUE,164,0
2026-06-10 15:25:02,0112410496_151230,*Untitlect444.c,C/C++,2.78,10448.13,0.21,20.24,0.06,9,50.00,0.64,60,HIGH,2026-06-10_1525,TRUE,168,0
2026-06-10 15:25:32,0112410496_151230,*Untitlect444.c,C/C++,2.74,10378.83,0.20,20.69,0.17,9,50.00,0.61,61,HIGH,2026-06-10_1525,TRUE,174,0
2026-06-10 15:26:02,0112410496_151230,*Untitlect444.c,C/C++,2.59,10257.34,0.19,21.55,0.08,9,50.00,0.59,62,HIGH,2026-06-10_1526,TRUE,181,0
2026-06-10 15:26:32,0112410496_151230,*Untitlect444.c,C/C++,2.62,8790.64,0.19,22.40,0.01,9,50.00,0.57,62,HIGH,2026-06-10_1526,TRUE,192,0
2026-06-10 15:27:02,0112410496_151230,*Untitlect444.c,C/C++,2.54,9192.34,0.18,22.16,0.15,9,50.00,0.55,62,HIGH,2026-06-10_1527,TRUE,194,0
2026-06-10 15:27:32,0112410496_151230,*Untitlect444.c,C/C++,2.41,7819.11,0.17,22.22,0.25,9,50.00,0.53,62,HIGH,2026-06-10_1527,TRUE,198,0
2026-06-10 15:28:02,0112410496_151230,*Untitlect444.c,C/C++,2.38,5166.80,0.17,22.02,0.10,9,50.00,0.52,62,HIGH,2026-06-10_1528,TRUE,218,0
2026-06-10 15:28:32,0112410496_151230,*Untitlect444.c,C/C++,2.31,5206.77,0.16,22.42,0.32,9,50.00,0.50,62,HIGH,2026-06-10_1528,TRUE,223,0
2026-06-10 15:29:02,0112410496_151230,*Untitlect444.c,C/C++,2.18,6561.10,0.19,23.11,0.24,9,50.00,0.61,63,HIGH,2026-06-10_1529,TRUE,225,0
2026-06-10 15:29:32,0112410496_151230,*Untitlect444.c,C/C++,2.22,6659.27,0.19,23.18,0.60,9,50.00,0.59,63,HIGH,2026-06-10_1529,TRUE,233,0
2026-06-10 15:30:02,0112410496_151230,*Untitlect444.c,C/C++,2.06,8867.44,0.22,23.40,0.06,9,50.00,0.68,63,HIGH,2026-06-10_1530,TRUE,235,0
2026-06-10 15:30:32,0112410496_151230,Unknown,Unknown,2.06,8867.44,0.22,23.40,1.00,10,50.00,0.67,63,HIGH,2026-06-10_1530,FALSE,235,0
2026-06-10 15:31:02,0112410496_151230,*Untitlect444.c,C/C++,2.06,8867.44,0.21,23.40,1.00,17,50.00,0.65,63,HIGH,2026-06-10_1531,TRUE,235,0
2026-06-10 15:31:32,0112410496_151230,*Untitlect444.c,C/C++,2.04,12597.61,0.26,23.24,0.00,17,50.00,0.74,63,HIGH,2026-06-10_1531,TRUE,241,0
2026-06-10 15:32:02,0112410496_151230,*Untitlect444.c,C/C++,2.28,12304.34,0.26,24.70,0.68,17,50.00,0.72,65,HIGH,2026-06-10_1532,TRUE,247,0
2026-06-10 15:32:32,0112410496_151230,*Untitlect444.c,C/C++,2.23,13513.55,0.29,24.11,0.02,17,50.00,0.80,64,HIGH,2026-06-10_1532,TRUE,253,0
2026-06-10 15:33:02,0112410496_151230,*Untitlect444.c,C/C++,2.21,13472.81,0.28,25.38,0.20,17,50.00,0.78,65,HIGH,2026-06-10_1533,TRUE,260,0
2026-06-10 15:33:32,0112410496_151230,*Untitlect444.c,C/C++,2.10,13950.31,0.30,25.29,0.13,17,50.00,0.86,65,HIGH,2026-06-10_1533,TRUE,261,0
2026-06-10 15:34:02,0112410496_151230,*Untitlect444.c,C/C++,2.10,13950.31,0.29,25.29,1.00,17,50.00,0.84,65,HIGH,2026-06-10_1534,TRUE,261,0
2026-06-10 15:34:33,0112410496_151230,*Untitlect444.c,C/C++,2.24,15209.51,0.33,24.00,0.01,17,50.00,0.91,84,CRITICAL,2026-06-10_1534,TRUE,275,0
2026-06-10 15:35:03,0112410496_151230,*Untitlect444.c,C/C++,2.24,15209.51,0.32,24.00,1.00,17,50.00,0.89,84,CRITICAL,2026-06-10_1535,TRUE,275,0
2026-06-10 15:35:33,0112410496_151230,*Untitlect444.c,C/C++,2.24,15209.51,0.32,24.00,1.00,17,50.00,0.87,84,CRITICAL,2026-06-10_1535,TRUE,275,0
2026-06-10 15:36:03,0112410496_151230,*Untitlect444.c,C/C++,2.06,14147.55,0.35,25.87,0.06,21,50.00,0.93,85,CRITICAL,2026-06-10_1536,TRUE,286,0
2026-06-10 15:36:33,0112410496_151230,*Untitlect444.c,C/C++,2.01,14147.74,0.35,25.52,0.11,21,50.00,0.92,85,CRITICAL,2026-06-10_1536,TRUE,290,0
2026-06-10 15:37:03,0112410496_151230,*Untitlect444.c,C/C++,2.13,13094.12,0.34,24.83,0.12,21,50.00,0.90,85,CRITICAL,2026-06-10_1537,TRUE,298,0
2026-06-10 15:37:33,0112410496_151230,*Untitlect444.c,C/C++,2.13,13094.12,0.33,24.83,1.00,21,50.00,0.88,85,CRITICAL,2026-06-10_1537,TRUE,298,0
2026-06-10 15:38:03,0112410496_151230,*Untitlect444.c,C/C++,1.98,14869.38,0.36,24.18,0.08,21,50.00,0.94,84,CRITICAL,2026-06-10_1538,TRUE,306,0
2026-06-10 15:38:33,0112410496_151230,*Untitlect444.c,C/C++,2.34,8961.26,0.36,22.22,0.00,21,50.00,0.92,82,CRITICAL,2026-06-10_1538,TRUE,333,0
2026-06-10 15:39:03,0112410496_151230,*Untitlect444.c,C/C++,2.85,7853.34,0.35,21.64,0.80,23,50.00,0.90,82,CRITICAL,2026-06-10_1539,TRUE,342,0
2026-06-10 15:39:33,0112410496_151230,*Ct44.c,C/C++,2.55,10591.32,0.38,22.54,0.03,24,50.00,0.96,83,CRITICAL,2026-06-10_1539,TRUE,346,0
2026-06-10 15:40:03,0112410496_151230,*Ct44.c,C/C++,2.66,8340.18,0.37,22.29,0.03,24,50.00,0.94,82,CRITICAL,2026-06-10_1540,TRUE,350,0
2026-06-10 15:40:33,0112410496_151230,*Ct44.c,C/C++,2.71,8301.37,0.36,21.73,0.45,24,50.00,0.93,82,CRITICAL,2026-06-10_1540,TRUE,359,0
2026-06-10 15:41:03,0112410496_151230,*Untitlect444.c,C/C++,3.19,8830.10,0.36,22.19,0.58,25,50.00,0.91,82,CRITICAL,2026-06-10_1541,TRUE,365,0
2026-06-10 15:41:33,0112410496_151230,*Ct44.c,C/C++,3.39,10198.21,0.37,23.02,0.02,26,50.00,0.96,83,CRITICAL,2026-06-10_1541,TRUE,378,0
2026-06-10 15:42:03,0112410496_151230,*Ct44.c,C/C++,3.90,10206.30,0.37,22.37,0.87,26,50.00,0.95,82,CRITICAL,2026-06-10_1542,TRUE,389,0
2026-06-10 15:42:33,0112410496_151230,*Ct44.c,C/C++,4.31,7704.79,0.38,22.31,0.00,26,50.00,1.00,82,CRITICAL,2026-06-10_1542,TRUE,399,0
2026-06-10 15:43:03,0112410496_151230,*Ct44.c,C/C++,4.30,7705.72,0.37,22.28,0.89,26,50.00,0.98,82,CRITICAL,2026-06-10_1543,TRUE,404,0
2026-06-10 15:43:33,0112410496_151230,*Ct44.c,C/C++,4.15,8069.55,0.37,22.89,0.77,26,50.00,0.97,83,CRITICAL,2026-06-10_1543,TRUE,415,0
2026-06-10 15:44:03,0112410496_151230,*Ct44.c,C/C++,4.15,8069.55,0.36,22.89,1.00,26,50.00,0.95,83,CRITICAL,2026-06-10_1544,TRUE,415,0
2026-06-10 15:44:34,0112410496_151230,*Untitlect444.c,C/C++,4.15,8069.55,0.35,22.89,1.00,27,50.00,0.94,83,CRITICAL,2026-06-10_1544,TRUE,415,0
2026-06-10 15:45:04,0112410496_151230,*Untitlect444.c,C/C++,4.15,8069.55,0.35,22.89,1.00,29,50.00,0.92,83,CRITICAL,2026-06-10_1545,TRUE,415,0
2026-06-10 15:45:34,0112410496_151230,*Ct44.c,C/C++,2.81,20506.90,0.41,22.51,0.00,30,50.00,0.97,83,CRITICAL,2026-06-10_1545,TRUE,422,0
2026-06-10 15:46:04,0112410496_151230,*Ct44.c,C/C++,2.66,20478.85,0.41,22.04,0.00,30,50.00,0.95,82,CRITICAL,2026-06-10_1546,TRUE,431,0
2026-06-10 15:46:34,0112410496_151230,*Ct44.c,C/C++,2.62,20446.75,0.40,22.10,0.59,30,50.00,0.94,82,CRITICAL,2026-06-10_1546,TRUE,439,0
2026-06-10 15:47:04,0112410496_151230,*Ct44.c,C/C++,2.70,20290.37,0.40,21.90,0.24,30,50.00,0.93,82,CRITICAL,2026-06-10_1547,TRUE,443,0
2026-06-10 15:47:34,0112410496_151230,*Ct44.c,C/C++,2.52,20434.85,0.39,22.02,0.17,30,50.00,0.91,82,CRITICAL,2026-06-10_1547,TRUE,445,0
2026-06-10 15:48:04,0112410496_151230,*Ct44.c,C/C++,2.52,20574.88,0.38,21.90,0.06,30,50.00,0.90,82,CRITICAL,2026-06-10_1548,TRUE,452,0
2026-06-10 15:48:34,0112410496_151230,*Ct44.c,C/C++,2.44,20311.05,0.38,22.20,0.27,30,50.00,0.89,82,CRITICAL,2026-06-10_1548,TRUE,455,0
2026-06-10 15:49:04,0112410496_151230,*Ct44.c,C/C++,2.45,20319.54,0.37,22.39,0.35,30,50.00,0.88,82,CRITICAL,2026-06-10_1549,TRUE,460,0
2026-06-10 15:49:34,0112410496_151230,*Ct44.c,C/C++,2.51,6580.32,0.37,22.75,0.30,30,50.00,0.86,83,CRITICAL,2026-06-10_1549,TRUE,466,0
2026-06-10 15:50:04,0112410496_151230,*Ct44.c,C/C++,2.34,6921.84,0.36,22.62,0.07,30,50.00,0.85,83,CRITICAL,2026-06-10_1550,TRUE,473,0
2026-06-10 15:50:34,0112410496_151230,*Ct44.c,C/C++,2.25,6977.07,0.36,22.15,0.16,30,50.00,0.84,82,CRITICAL,2026-06-10_1550,TRUE,483,0
2026-06-10 15:51:04,0112410496_151230,*Ct44.c,C/C++,2.25,7403.31,0.35,22.09,0.06,30,50.00,0.83,82,CRITICAL,2026-06-10_1551,TRUE,489,0
2026-06-10 15:51:34,0112410496_151230,*Untitlect444.c,C/C++,2.25,7403.31,0.35,22.09,1.00,31,50.00,0.82,82,CRITICAL,2026-06-10_1551,TRUE,489,0
2026-06-10 15:52:04,0112410496_151230,*Ct44.c,C/C++,2.25,7403.31,0.35,22.09,1.00,32,50.00,0.81,82,CRITICAL,2026-06-10_1552,TRUE,489,0
2026-06-10 15:52:34,0112410496_151230,*Ct44.c,C/C++,2.13,10033.45,0.37,22.40,0.11,32,50.00,0.85,82,CRITICAL,2026-06-10_1552,TRUE,509,0
2026-06-10 15:53:04,0112410496_151230,*Ct44.c,C/C++,2.75,9683.00,0.36,21.76,0.16,32,50.00,0.84,82,CRITICAL,2026-06-10_1553,TRUE,524,0
2026-06-10 15:53:34,0112410496_151230,*Ct44.c,C/C++,2.71,9836.80,0.36,21.66,0.23,32,50.00,0.83,82,CRITICAL,2026-06-10_1553,TRUE,531,0
2026-06-10 15:54:04,0112410496_151230,*Ct44.c,C/C++,2.52,10642.95,0.37,21.76,0.11,32,50.00,0.87,82,CRITICAL,2026-06-10_1554,TRUE,533,0
2026-06-10 15:54:34,0112410496_151230,*Ct44.c,C/C++,2.44,10839.17,0.36,21.97,0.27,32,50.00,0.86,82,CRITICAL,2026-06-10_1554,TRUE,537,0
2026-06-10 15:55:05,0112410496_151230,*Ct44.c,C/C++,2.39,11296.87,0.37,22.08,0.10,32,50.00,0.89,82,CRITICAL,2026-06-10_1555,TRUE,539,0
2026-06-10 15:55:35,0112410496_151230,*Ct44.c,C/C++,2.39,11296.87,0.37,22.08,1.00,32,50.00,0.88,82,CRITICAL,2026-06-10_1555,TRUE,539,0
2026-06-10 15:56:05,0112410496_151230,*Ct44.c,C/C++,2.39,11296.87,0.36,22.08,1.00,32,50.00,0.87,82,CRITICAL,2026-06-10_1556,TRUE,539,0
2026-06-10 15:56:35,0112410496_151230,*Ct44.c,C/C++,2.39,11296.87,0.36,22.08,1.00,32,50.00,0.86,82,CRITICAL,2026-06-10_1556,TRUE,539,0
2026-06-10 15:57:05,0112410496_151230,*Ct44.c,C/C++,2.39,11296.87,0.36,22.08,1.00,32,50.00,0.85,82,CRITICAL,2026-06-10_1557,TRUE,539,0
2026-06-10 15:57:35,0112410496_151230,*Ct44.c,C/C++,2.39,11296.87,0.35,22.08,1.00,32,50.00,0.84,82,CRITICAL,2026-06-10_1557,TRUE,539,0
2026-06-10 15:58:05,0112410496_151230,*Untitlect444.c,C/C++,2.39,11296.87,0.35,22.08,1.00,33,50.00,0.83,82,CRITICAL,2026-06-10_1558,TRUE,539,0
2026-06-10 15:58:35,0112410496_151230,*Untitlect444.c,C/C++,2.39,11296.87,0.34,22.08,1.00,35,50.00,0.82,82,CRITICAL,2026-06-10_1558,TRUE,539,0
2026-06-10 15:59:05,0112410496_151230,*Ct44.c,C/C++,2.39,11296.87,0.34,22.08,1.00,36,50.00,0.82,82,CRITICAL,2026-06-10_1559,TRUE,539,0
2026-06-10 15:59:35,0112410496_151230,*Ct44.c,C/C++,2.39,11296.87,0.34,22.08,1.00,36,50.00,0.81,82,CRITICAL,2026-06-10_1559,TRUE,539,0
2026-06-10 16:00:05,0112410496_151230,*Untitlect444.c,C/C++,1.58,40806.24,0.43,22.65,0.13,37,50.00,0.84,83,CRITICAL,2026-06-10_1600,TRUE,543,0
2026-06-10 16:00:35,0112410496_151230,*Untitlect444.c,C/C++,1.58,40806.24,0.43,22.65,1.00,37,50.00,0.83,83,CRITICAL,2026-06-10_1600,TRUE,543,0
2026-06-10 16:01:05,0112410496_151230,*Untitlect444.c,C/C++,1.58,40806.24,0.42,22.65,1.00,37,50.00,0.82,83,CRITICAL,2026-06-10_1601,TRUE,543,0
2026-06-10 16:01:35,0112410496_151230,*Ct44.c,C/C++,1.58,40806.24,0.42,22.65,1.00,38,50.00,0.81,83,CRITICAL,2026-06-10_1601,TRUE,543,0
2026-06-10 16:02:05,0112410496_151230,*Ct44.c,C/C++,1.58,40806.24,0.42,22.65,1.00,38,50.00,0.81,83,CRITICAL,2026-06-10_1602,TRUE,543,0
2026-06-10 16:02:35,0112410496_151230,*Ct44.c,C/C++,1.58,40806.24,0.41,22.65,1.00,38,50.00,0.80,83,CRITICAL,2026-06-10_1602,TRUE,543,0
2026-06-10 16:03:05,0112410496_151230,*Untitlect444.c,C/C++,1.58,40806.24,0.41,22.65,1.00,39,50.00,0.79,83,CRITICAL,2026-06-10_1603,TRUE,543,0
2026-06-10 16:03:35,0112410496_151230,*Ct44.c,C/C++,1.58,40806.24,0.40,22.65,1.00,40,50.00,0.78,83,CRITICAL,2026-06-10_1603,TRUE,543,0
2026-06-10 16:04:05,0112410496_151230,*Ct44.c,C/C++,1.58,40806.24,0.40,22.65,1.00,40,50.00,0.78,83,CRITICAL,2026-06-10_1604,TRUE,543,0
2026-06-10 16:04:35,0112410496_151230,*Ct44.c,C/C++,1.58,40806.24,0.40,22.65,1.00,40,50.00,0.77,83,CRITICAL,2026-06-10_1604,TRUE,543,0
2026-06-10 16:05:05,0112410496_151230,*Ct44.c,C/C++,1.58,40806.24,0.39,22.65,1.00,40,50.00,0.76,83,CRITICAL,2026-06-10_1605,TRUE,543,0
2026-06-10 16:05:36,0112410496_151230,*Ct44.c,C/C++,1.58,40806.24,0.39,22.65,1.00,40,50.00,0.75,83,CRITICAL,2026-06-10_1605,TRUE,543,0
2026-06-10 16:06:06,0112410496_151230,*Ct44.c,C/C++,1.58,40806.24,0.38,22.65,1.00,40,50.00,0.75,83,CRITICAL,2026-06-10_1606,TRUE,543,0
2026-06-10 16:06:36,0112410496_151230,*Ct44.c,C/C++,1.58,40806.24,0.38,22.65,1.00,40,50.00,0.74,83,CRITICAL,2026-06-10_1606,TRUE,543,0
2026-06-10 16:07:06,0112410496_151230,*Ct44.c,C/C++,1.58,40806.24,0.38,22.65,1.00,40,50.00,0.73,83,CRITICAL,2026-06-10_1607,TRUE,543,0
2026-06-10 16:07:36,0112410496_151230,*Ct44.c,C/C++,1.58,40806.24,0.37,22.65,1.00,40,50.00,0.73,83,CRITICAL,2026-06-10_1607,TRUE,543,0
2026-06-10 16:08:06,0112410496_151230,*Ct44.c,C/C++,1.58,40806.24,0.37,22.65,1.00,40,50.00,0.72,83,CRITICAL,2026-06-10_1608,TRUE,543,0
2026-06-10 16:08:36,0112410496_151230,*Ct44.c,C/C++,1.58,40806.24,0.37,22.65,1.00,40,50.00,0.71,83,CRITICAL,2026-06-10_1608,TRUE,543,0
2026-06-10 16:09:06,0112410496_151230,*Ct44.c,C/C++,1.58,40806.24,0.36,22.65,1.00,40,50.00,0.71,83,CRITICAL,2026-06-10_1609,TRUE,543,0
2026-06-10 16:09:36,0112410496_151230,*Ct44.c,C/C++,1.58,40806.24,0.36,22.65,1.00,40,50.00,0.70,83,CRITICAL,2026-06-10_1609,TRUE,543,0
2026-06-10 16:10:06,0112410496_151230,*Ct44.c,C/C++,1.58,40806.24,0.36,22.65,1.00,40,50.00,0.69,83,CRITICAL,2026-06-10_1610,TRUE,543,0
