timestamp,session_id,file_path,language,typing_speed_wpm,latency_variance_ms,pause_ratio,backspace_rate,idle_ratio,focus_switches,compile_success_rate,session_fragmentation,anxiety_score,risk_level,timestamp_batch,window_focused,keystrokes_total,compile_attempts,survey_reported_stress,survey_reported_difficulty
2026-06-10 15:16:22,0112530065_151252,*Untitled1.c,C/C++,8.29,2800.48,0.00,0.00,0.02,3,90.00,0.00,25,LOW,2026-06-10_1516,TRUE,19,0,5,4
2026-06-10 15:16:52,0112530065_151252,*Untitled1.c,C/C++,9.32,2304.25,0.00,10.00,0.22,3,60.00,0.00,25,LOW,2026-06-10_1516,TRUE,40,0,5,4
2026-06-10 15:17:22,0112530065_151252,*Untitled1.c,C/C++,9.32,2304.25,0.00,10.00,1.00,3,60.00,0.00,25,LOW,2026-06-10_1517,TRUE,40,0,5,4
2026-06-10 15:17:52,0112530065_151252,*Untitled1.c,C/C++,9.32,2304.25,0.00,10.00,1.00,3,60.00,0.00,25,LOW,2026-06-10_1517,TRUE,40,0,5,4
2026-06-10 15:18:22,0112530065_151252,*Untitled1.c,C/C++,4.51,10826.53,0.23,9.26,0.15,3,75.00,0.36,40,MODERATE,2026-06-10_1518,TRUE,54,0,5,4
2026-06-10 15:18:52,0112530065_151252,*Untitled1.c,C/C++,4.25,11276.83,0.21,7.94,0.01,3,75.00,0.33,40,MODERATE,2026-06-10_1518,TRUE,63,0,5,4
2026-06-10 15:19:22,0112530065_151252,*Untitled1.c,C/C++,4.47,11228.82,0.20,9.09,0.06,3,75.00,0.31,40,MODERATE,2026-06-10_1519,TRUE,77,0,5,4
2026-06-10 15:19:52,0112530065_151252,*Untitled2.c,C/C++,4.51,11404.10,0.18,8.24,0.40,9,75.00,0.29,40,MODERATE,2026-06-10_1519,TRUE,85,0,5,4
2026-06-10 15:20:22,0112530065_151252,*Untitled2.c,C/C++,4.62,3416.48,0.17,7.21,0.00,9,75.00,0.27,40,MODERATE,2026-06-10_1520,TRUE,111,0,5,4
2026-06-10 15:20:52,0112530065_151252,*Untitled1.c,C/C++,4.79,2336.25,0.16,7.81,0.50,10,75.00,0.25,40,MODERATE,2026-06-10_1520,TRUE,128,0,5,4
2026-06-10 15:21:23,0112530065_151252,*Untitled1.c,C/C++,6.65,3433.29,0.15,6.67,0.19,10,75.00,0.23,40,MODERATE,2026-06-10_1521,TRUE,150,0,5,4
2026-06-10 15:21:53,0112530065_151252,*Untitled1.c,C/C++,6.95,3880.76,0.14,7.59,0.35,10,75.00,0.22,40,MODERATE,2026-06-10_1521,TRUE,158,0,5,4
2026-06-10 15:22:23,0112530065_151252,*Untitled1.c,C/C++,5.72,4853.82,0.13,7.98,0.01,10,75.00,0.21,40,MODERATE,2026-06-10_1522,TRUE,163,0,5,4
2026-06-10 15:22:53,0112530065_151252,*Untitled1.c,C/C++,5.49,5012.14,0.13,8.09,0.08,10,75.00,0.20,25,LOW,2026-06-10_1522,TRUE,173,0,5,4
2026-06-10 15:23:23,0112530065_151252,*Untitled1.c,C/C++,5.14,5769.67,0.12,7.95,0.29,10,75.00,0.19,25,LOW,2026-06-10_1523,TRUE,176,0,5,4
2026-06-10 15:23:53,0112530065_151252,*Untitled1.c,C/C++,5.16,5922.63,0.12,7.87,0.73,10,75.00,0.18,25,LOW,2026-06-10_1523,TRUE,178,0,5,4
2026-06-10 15:24:23,0112530065_151252,*Untitled1.c,C/C++,4.28,7002.57,0.16,8.79,0.09,10,75.00,0.35,40,MODERATE,2026-06-10_1524,TRUE,182,0,5,4
2026-06-10 15:24:53,0112530065_151252,*Untitled1.c,C/C++,4.09,7833.41,0.16,9.14,0.02,10,75.00,0.33,40,MODERATE,2026-06-10_1524,TRUE,186,0,5,4
2026-06-10 15:25:23,0112530065_151252,*Untitled1.c,C/C++,4.04,7796.34,0.15,8.90,0.78,10,75.00,0.32,40,MODERATE,2026-06-10_1525,TRUE,191,0,5,4
2026-06-10 15:25:53,0112530065_151252,*Untitled1.c,C/C++,3.69,8511.26,0.14,8.63,0.62,10,75.00,0.31,40,MODERATE,2026-06-10_1525,TRUE,197,0,5,4
