timestamp,session_id,file_path,language,typing_speed_wpm,latency_variance_ms,pause_ratio,backspace_rate,idle_ratio,focus_switches,compile_success_rate,session_fragmentation,anxiety_score,risk_level,timestamp_batch,window_focused,keystrokes_total,compile_attempts,survey_reported_stress,survey_reported_difficulty
2026-06-10 15:14:21,0112430517_151251,*Untitled1.c,C/C++,13.30,1442.97,0.00,0.00,0.07,2,90.00,0.00,25,LOW,2026-06-10_1514,TRUE,17,0,5,5
2026-06-10 15:14:51,0112430517_151251,*Untitled1.c,C/C++,9.28,1977.88,0.00,10.00,0.72,2,60.00,0.00,25,LOW,2026-06-10_1514,TRUE,20,0,5,5
2026-06-10 15:15:21,0112430517_151251,*Untitled1.c,C/C++,9.28,1977.88,0.00,10.00,1.00,2,60.00,0.00,25,LOW,2026-06-10_1515,TRUE,20,0,5,5
2026-06-10 15:15:51,0112430517_151251,*Untitled1.c,C/C++,4.29,9016.71,0.30,5.56,0.23,2,75.00,0.67,40,MODERATE,2026-06-10_1515,TRUE,36,0,5,5
2026-06-10 15:16:21,0112430517_151251,*Untitled1.c,C/C++,4.21,8032.77,0.25,4.26,0.12,2,90.00,0.57,40,MODERATE,2026-06-10_1516,TRUE,47,0,5,5
2026-06-10 15:16:51,0112430517_151251,*Untitled1.c,C/C++,3.65,8587.16,0.22,4.08,0.22,2,90.00,0.50,40,MODERATE,2026-06-10_1516,TRUE,49,0,5,5
2026-06-10 15:17:21,0112430517_151251,*Untitled1.c,C/C++,3.94,8483.88,0.20,3.39,0.61,2,90.00,0.44,40,MODERATE,2026-06-10_1517,TRUE,59,0,5,5
2026-06-10 15:17:51,0112430517_151251,*Untitled1.c,C/C++,3.53,8969.12,0.18,5.00,0.81,2,75.00,0.40,40,MODERATE,2026-06-10_1517,TRUE,60,0,5,5
2026-06-10 15:18:21,0112430517_151251,*Untitled1.c,C/C++,3.26,9594.37,0.16,4.35,0.13,2,90.00,0.36,40,MODERATE,2026-06-10_1518,TRUE,69,0,5,5
2026-06-10 15:18:51,0112430517_151251,*Untitled1.c,C/C++,3.43,6598.78,0.15,8.97,0.51,2,75.00,0.33,40,MODERATE,2026-06-10_1518,TRUE,78,0,5,5
2026-06-10 15:19:21,0112430517_151251,*Untitled1.c,C/C++,3.04,8254.72,0.24,8.86,0.21,2,75.00,0.61,40,MODERATE,2026-06-10_1519,TRUE,79,0,5,5
2026-06-10 15:19:51,0112430517_151251,*Untitled1.c,C/C++,2.99,8260.13,0.22,8.75,0.91,2,75.00,0.57,40,MODERATE,2026-06-10_1519,TRUE,80,0,5,5
2026-06-10 15:20:21,0112430517_151251,*Untitled1.c,C/C++,2.99,8260.13,0.20,8.75,1.00,2,75.00,0.53,40,MODERATE,2026-06-10_1520,TRUE,80,0,5,5
2026-06-10 15:20:51,0112430517_151251,*Untitled1.c,C/C++,3.02,11203.92,0.32,6.86,0.24,2,75.00,0.75,60,HIGH,2026-06-10_1520,TRUE,102,0,5,5
2026-06-10 15:21:21,0112430517_151251,*Untitled1.c,C/C++,3.02,11203.92,0.30,6.86,1.00,2,75.00,0.70,40,MODERATE,2026-06-10_1521,TRUE,102,0,5,5
2026-06-10 15:21:52,0112430517_151251,*Untitled1.c,C/C++,3.02,11203.92,0.29,6.86,1.00,2,75.00,0.67,40,MODERATE,2026-06-10_1521,TRUE,102,0,5,5
2026-06-10 15:22:22,0112430517_151251,*Untitled1.c,C/C++,2.52,15293.29,0.41,6.80,0.64,10,75.00,0.84,60,HIGH,2026-06-10_1522,TRUE,103,0,5,5
2026-06-10 15:22:52,0112430517_151251,*Untitled1.c,C/C++,2.37,15441.37,0.39,10.28,0.58,10,60.00,0.80,70,HIGH,2026-06-10_1522,TRUE,107,0,5,5
2026-06-10 15:23:22,0112430517_151251,*Untitled2.c,C/C++,2.25,15221.03,0.37,18.64,0.00,12,50.00,0.76,79,HIGH,2026-06-10_1523,TRUE,118,0,5,5
2026-06-10 15:23:52,0112430517_151251,*Untitled2.c,C/C++,2.46,15202.99,0.35,25.00,0.33,12,50.00,0.73,85,CRITICAL,2026-06-10_1523,TRUE,128,0,5,5
