timestamp,session_id,file_path,language,typing_speed_wpm,latency_variance_ms,pause_ratio,backspace_rate,idle_ratio,focus_switches,compile_success_rate,session_fragmentation,anxiety_score,risk_level,timestamp_batch,window_focused,keystrokes_total,compile_attempts,survey_reported_stress,survey_reported_difficulty
2026-05-06 11:21:15,0112420164_111814,Unknown,Unknown,8.64,1528.89,0.00,11.11,0.27,13,60.00,0.00,36,MODERATE,2026-05-06_1121,FALSE,9,0,4,4
2026-05-06 11:21:45,0112420164_111814,*mid 164.c,C/C++,4.37,7444.65,0.14,5.88,0.13,17,75.00,0.57,40,MODERATE,2026-05-06_1121,TRUE,17,0,4,4
2026-05-06 11:22:15,0112420164_111814,*mid 164.c,C/C++,4.37,7444.65,0.13,5.88,1.00,17,75.00,0.50,40,MODERATE,2026-05-06_1122,TRUE,17,0,4,4
2026-05-06 11:22:45,0112420164_111814,*mid 164.c,C/C++,4.37,7444.65,0.11,5.88,1.00,17,75.00,0.44,40,MODERATE,2026-05-06_1122,TRUE,17,0,4,4
2026-05-06 11:23:15,0112420164_111814,*mid 164.c,C/C++,4.37,7444.65,0.10,5.88,1.00,17,75.00,0.40,40,MODERATE,2026-05-06_1123,TRUE,17,0,4,4
2026-05-06 11:23:45,0112420164_111814,*mid 164.c,C/C++,4.37,7444.65,0.09,5.88,1.00,17,75.00,0.36,40,MODERATE,2026-05-06_1123,TRUE,17,0,4,4
2026-05-06 11:24:15,0112420164_111814,*mid 164.c,C/C++,4.37,7444.65,0.08,5.88,1.00,17,75.00,0.33,40,MODERATE,2026-05-06_1124,TRUE,17,0,4,4
2026-05-06 11:24:45,0112420164_111814,*mid 164.c,C/C++,1.69,30000.0,0.52,3.12,0.10,17,90.00,0.61,60,HIGH,2026-05-06_1124,TRUE,32,0,4,4
2026-05-06 11:25:15,0112420164_111814,*mid 164.c,C/C++,2.42,24527.13,0.48,1.92,0.11,17,90.00,0.57,60,HIGH,2026-05-06_1125,TRUE,52,0,4,4
2026-05-06 11:25:45,0112420164_111814,*mid 164.c,C/C++,2.92,24262.01,0.45,8.96,0.52,17,75.00,0.53,60,HIGH,2026-05-06_1125,TRUE,67,0,4,4
