timestamp,session_id,file_path,language,typing_speed_wpm,latency_variance_ms,pause_ratio,backspace_rate,idle_ratio,focus_switches,compile_success_rate,session_fragmentation,anxiety_score,risk_level,timestamp_batch,window_focused,keystrokes_total,compile_attempts
2026-04-07 11:53:51,0112510044_115351,C:\WINDOWS\system32\cmd.exe,Unknown,0.00,0.00,0.00,0.00,0.00,0,90.00,0.00,0,LOW,2026-04-07_1153,FALSE,0,0
2026-04-07 11:54:21,0112510044_115351,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,1,90.00,0.00,0,LOW,2026-04-07_1154,FALSE,0,0
2026-04-07 11:54:51,0112510044_115351,Untitled1.c,C/C++,1.81,13364.34,0.00,0.00,0.21,3,90.00,0.00,25,LOW,2026-04-07_1154,TRUE,3,0
2026-04-07 11:55:21,0112510044_115351,*chittran07.c,C/C++,6.04,4094.36,0.00,17.86,0.02,9,50.00,0.00,43,MODERATE,2026-04-07_1155,TRUE,28,0
2026-04-07 11:55:51,0112510044_115351,*chittran07.c,C/C++,8.33,3178.01,0.00,15.38,0.38,9,50.00,0.00,40,MODERATE,2026-04-07_1155,TRUE,52,0
2026-04-07 11:56:21,0112510044_115351,*chittran07.c,C/C++,7.22,2786.68,0.00,20.00,0.00,9,50.00,0.00,45,MODERATE,2026-04-07_1156,TRUE,70,0
2026-04-07 11:56:51,0112510044_115351,*chittran07.c,C/C++,7.98,2934.80,0.00,14.58,0.07,9,60.00,0.00,40,MODERATE,2026-04-07_1156,TRUE,96,0
2026-04-07 11:57:21,0112510044_115351,*chittran07.c,C/C++,8.92,2237.75,0.00,13.33,0.14,9,60.00,0.00,38,MODERATE,2026-04-07_1157,TRUE,105,0
2026-04-07 11:57:52,0112510044_115351,*chittran07.c,C/C++,7.99,3008.71,0.00,12.50,0.00,9,60.00,0.00,38,MODERATE,2026-04-07_1157,TRUE,128,0
2026-04-07 11:58:22,0112510044_115351,*chittran07.c,C/C++,7.31,2945.78,0.00,13.89,0.21,9,60.00,0.00,39,MODERATE,2026-04-07_1158,TRUE,144,0
