timestamp,session_id,file_path,language,typing_speed_wpm,latency_variance_ms,pause_ratio,backspace_rate,idle_ratio,focus_switches,compile_success_rate,session_fragmentation,anxiety_score,risk_level,timestamp_batch,window_focused,keystrokes_total,compile_attempts
2026-04-07 11:25:59,0112530120_112559,C:\Windows\system32\cmd.exe,Unknown,0.00,0.00,0.00,0.00,0.00,0,90.00,0.00,0,LOW,2026-04-07_1125,FALSE,1,0
2026-04-07 11:26:29,0112530120_112559,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,3,90.00,0.00,0,LOW,2026-04-07_1126,TRUE,1,0
2026-04-07 11:26:59,0112530120_112559,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,3,90.00,0.00,0,LOW,2026-04-07_1126,TRUE,1,0
2026-04-07 11:27:29,0112530120_112559,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,3,90.00,0.00,0,LOW,2026-04-07_1127,TRUE,1,0
2026-04-07 11:27:59,0112530120_112559,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,3,90.00,0.00,0,LOW,2026-04-07_1127,TRUE,1,0
2026-04-07 11:28:29,0112530120_112559,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,3,90.00,0.00,0,LOW,2026-04-07_1128,TRUE,1,0
2026-04-07 11:28:59,0112530120_112559,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,3,90.00,0.00,0,LOW,2026-04-07_1128,TRUE,1,0
2026-04-07 11:29:29,0112530120_112559,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,3,90.00,0.00,0,LOW,2026-04-07_1129,TRUE,1,0
2026-04-07 11:29:59,0112530120_112559,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,3,90.00,0.00,0,LOW,2026-04-07_1129,TRUE,1,0
2026-04-07 11:30:29,0112530120_112559,Unknown,Unknown,0.00,0.00,0.00,0.00,1.00,3,90.00,0.00,0,LOW,2026-04-07_1130,TRUE,1,0
2026-04-07 11:30:59,0112530120_112559,Unknown,Unknown,0.13,196354.63,0.93,0.00,0.70,3,90.00,0.40,60,HIGH,2026-04-07_1130,TRUE,3,0
