timestamp,session_id,file_path,language,typing_speed_wpm,latency_variance_ms,pause_ratio,backspace_rate,idle_ratio,focus_switches,compile_success_rate,session_fragmentation,anxiety_score,risk_level,timestamp_batch,window_focused,keystrokes_total,compile_attempts
2026-06-10 15:12:03,0112530062_151203,C:\Windows\system32\cmd.exe,Unknown,0.00,0.00,0.00,0.00,0.00,0,90.00,0.00,0,LOW,2026-06-10_1512,FALSE,0,0
2026-06-10 15:12:33,0112530062_151203,*ct.c,C/C++,0.00,0.00,0.00,0.00,0.00,2,90.00,0.00,0,LOW,2026-06-10_1512,TRUE,2,0
2026-06-10 15:13:03,0112530062_151203,*ct.c,C/C++,5.80,5222.16,0.00,0.00,0.54,2,90.00,0.00,25,LOW,2026-06-10_1513,TRUE,7,0
2026-06-10 15:13:33,0112530062_151203,*ct.c,C/C++,5.80,5222.16,0.00,0.00,1.00,4,90.00,0.00,25,LOW,2026-06-10_1513,TRUE,7,0
2026-06-10 15:14:03,0112530062_151203,*ct.c,C/C++,3.77,10218.25,0.40,0.00,0.49,6,90.00,1.00,60,HIGH,2026-06-10_1514,TRUE,24,0
2026-06-10 15:14:33,0112530062_151203,*ct.c,C/C++,3.77,10218.25,0.32,0.00,1.00,6,90.00,0.80,60,HIGH,2026-06-10_1514,TRUE,24,0
2026-06-10 15:15:03,0112530062_151203,*ct.c,C/C++,3.49,10382.12,0.53,0.00,0.10,6,90.00,1.00,60,HIGH,2026-06-10_1515,TRUE,43,0
2026-06-10 15:15:33,0112530062_151203,*ct.c,C/C++,3.49,10382.12,0.46,0.00,1.00,6,90.00,1.00,60,HIGH,2026-06-10_1515,TRUE,43,0
2026-06-10 15:16:03,0112530062_151203,*ct.c,C/C++,3.17,10793.14,0.56,0.00,0.22,6,90.00,1.00,60,HIGH,2026-06-10_1516,TRUE,54,0
2026-06-10 15:16:33,0112530062_151203,*ct.c,C/C++,3.49,8603.52,0.50,0.00,0.12,6,90.00,1.00,60,HIGH,2026-06-10_1516,TRUE,69,0
2026-06-10 15:17:04,0112530062_151203,*ct.c,C/C++,3.50,5833.50,0.45,0.00,0.23,6,90.00,1.00,60,HIGH,2026-06-10_1517,TRUE,77,0
2026-06-10 15:17:34,0112530062_151203,*ct.c,C/C++,3.53,6007.89,0.41,1.15,0.19,6,90.00,1.00,60,HIGH,2026-06-10_1517,TRUE,87,0
2026-06-10 15:18:04,0112530062_151203,C:\Users\student\Documents\ct.exe,Unknown,4.50,2985.09,0.38,1.87,0.06,10,90.00,1.00,60,HIGH,2026-06-10_1518,FALSE,107,0
2026-06-10 15:18:34,0112530062_151203,*ct.c,C/C++,4.34,2978.88,0.35,1.77,0.46,19,90.00,0.92,60,HIGH,2026-06-10_1518,TRUE,113,0
2026-06-10 15:19:04,0112530062_151203,*ct.c,C/C++,4.34,2978.88,0.32,1.77,1.00,19,90.00,0.86,60,HIGH,2026-06-10_1519,TRUE,113,0
2026-06-10 15:19:34,0112530062_151203,*ct.c,C/C++,3.60,8344.40,0.43,3.28,0.41,19,90.00,1.00,60,HIGH,2026-06-10_1519,TRUE,122,0
2026-06-10 15:20:04,0112530062_151203,*ct.c,C/C++,3.79,8468.30,0.40,2.94,0.02,19,90.00,1.00,60,HIGH,2026-06-10_1520,TRUE,136,0
2026-06-10 15:20:34,0112530062_151203,*ct.c,C/C++,4.59,8563.30,0.38,4.43,0.18,19,90.00,0.94,60,HIGH,2026-06-10_1520,TRUE,158,0
