timestamp,session_id,file_path,language,typing_speed_wpm,latency_variance_ms,pause_ratio,backspace_rate,idle_ratio,focus_switches,compile_success_rate,session_fragmentation,anxiety_score,risk_level,timestamp_batch,window_focused,keystrokes_total,compile_attempts
2026-06-06 11:45:22,0112510249_114522,C:\Windows\system32\cmd.exe,Unknown,0.00,0.00,0.00,0.00,0.00,0,90.00,0.00,0,LOW,2026-06-06_1145,FALSE,0,0
2026-06-06 11:45:52,0112510249_114522,*st todat j.c,C/C++,0.00,0.00,0.00,0.00,0.45,5,90.00,0.00,0,LOW,2026-06-06_1145,TRUE,1,0
2026-06-06 11:46:22,0112510249_114522,today CT 2.c,C/C++,8.62,3018.40,0.00,44.44,0.20,9,50.00,0.00,50,MODERATE,2026-06-06_1146,TRUE,27,0
2026-06-06 11:46:52,0112510249_114522,Unknown,Unknown,8.62,3018.40,0.00,44.44,1.00,12,50.00,0.00,50,MODERATE,2026-06-06_1146,TRUE,27,0
2026-06-06 11:47:22,0112510249_114522,Unknown,Unknown,3.24,12786.25,0.55,42.86,0.00,12,50.00,1.00,85,CRITICAL,2026-06-06_1147,TRUE,28,0
2026-06-06 11:47:52,0112510249_114522,Unknown,Unknown,4.30,9954.42,0.44,46.81,0.09,13,50.00,0.80,85,CRITICAL,2026-06-06_1147,FALSE,47,0
2026-06-06 11:48:23,0112510249_114522,Unknown,Unknown,4.30,9954.42,0.37,46.81,1.00,13,50.00,0.67,85,CRITICAL,2026-06-06_1148,FALSE,47,0
2026-06-06 11:48:53,0112510249_114522,Unknown,Unknown,3.10,11994.93,0.56,46.00,0.02,13,50.00,1.00,85,CRITICAL,2026-06-06_1148,FALSE,50,0
2026-06-06 11:49:23,0112510249_114522,Unknown,Unknown,3.60,11789.11,0.49,47.76,0.01,20,50.00,1.00,85,CRITICAL,2026-06-06_1149,FALSE,67,0
2026-06-06 11:49:53,0112510249_114522,taday q2.c,C/C++,3.64,11793.74,0.44,47.06,1.00,22,50.00,0.89,85,CRITICAL,2026-06-06_1149,TRUE,68,0
