timestamp,session_id,file_path,language,typing_speed_wpm,latency_variance_ms,pause_ratio,backspace_rate,idle_ratio,focus_switches,compile_success_rate,session_fragmentation,anxiety_score,risk_level,timestamp_batch,window_focused,keystrokes_total,compile_attempts
2026-06-06 11:47:17,0112530018_114717,C:\Windows\system32\cmd.exe,Unknown,0.00,0.00,0.00,0.00,0.00,0,90.00,0.00,0,LOW,2026-06-06_1147,FALSE,0,0
2026-06-06 11:47:47,0112530018_114717,1.c,C/C++,0.00,0.00,0.00,0.00,1.00,1,90.00,0.00,0,LOW,2026-06-06_1147,TRUE,0,0
2026-06-06 11:48:17,0112530018_114717,1.c,C/C++,0.00,0.00,0.00,0.00,1.00,1,90.00,0.00,0,LOW,2026-06-06_1148,TRUE,0,0
2026-06-06 11:48:47,0112530018_114717,1.c,C/C++,0.00,0.00,0.00,0.00,1.00,1,90.00,0.00,0,LOW,2026-06-06_1148,TRUE,0,0
2026-06-06 11:49:18,0112530018_114717,1.c,C/C++,0.00,0.00,0.00,0.00,1.00,4,90.00,0.00,0,LOW,2026-06-06_1149,TRUE,0,0
2026-06-06 11:49:48,0112530018_114717,1.c,C/C++,0.00,0.00,0.00,0.00,1.00,4,90.00,0.00,0,LOW,2026-06-06_1149,TRUE,0,0
2026-06-06 11:50:18,0112530018_114717,1.c,C/C++,0.00,0.00,0.00,0.00,1.00,4,90.00,0.00,0,LOW,2026-06-06_1150,TRUE,0,0
2026-06-06 11:50:48,0112530018_114717,1.c,C/C++,0.00,0.00,0.00,0.00,1.00,4,90.00,0.00,0,LOW,2026-06-06_1150,TRUE,0,0
2026-06-06 11:51:18,0112530018_114717,*1.c,C/C++,14.96,1668.43,0.00,6.25,0.40,5,75.00,0.00,25,LOW,2026-06-06_1151,TRUE,16,0
2026-06-06 11:51:48,0112530018_114717,*1.c,C/C++,8.53,3477.08,0.00,5.71,0.19,5,75.00,0.00,25,LOW,2026-06-06_1151,TRUE,35,0
2026-06-06 11:52:18,0112530018_114717,*1.c,C/C++,8.53,3477.08,0.00,5.71,1.00,5,75.00,0.00,25,LOW,2026-06-06_1152,TRUE,35,0
2026-06-06 11:52:48,0112530018_114717,*1.c,C/C++,8.53,3477.08,0.00,5.71,1.00,5,75.00,0.00,25,LOW,2026-06-06_1152,TRUE,35,0
2026-06-06 11:53:18,0112530018_114717,*1.c,C/C++,8.53,3477.08,0.00,5.71,1.00,5,75.00,0.00,25,LOW,2026-06-06_1153,TRUE,35,0
2026-06-06 11:53:48,0112530018_114717,*1.c,C/C++,8.53,3477.08,0.00,5.71,1.00,5,75.00,0.00,25,LOW,2026-06-06_1153,TRUE,35,0
2026-06-06 11:54:18,0112530018_114717,*1.c,C/C++,2.49,23461.74,0.36,4.76,0.08,5,90.00,0.29,60,HIGH,2026-06-06_1154,TRUE,42,0
2026-06-06 11:54:48,0112530018_114717,*1.c,C/C++,2.69,21490.37,0.33,6.00,0.40,5,75.00,0.27,60,HIGH,2026-06-06_1154,TRUE,50,0
2026-06-06 11:55:18,0112530018_114717,*1.c,C/C++,2.74,21318.62,0.31,7.02,0.53,5,75.00,0.25,60,HIGH,2026-06-06_1155,TRUE,57,0
2026-06-06 11:55:48,0112530018_114717,*1.c,C/C++,2.74,21318.62,0.29,7.02,1.00,6,75.00,0.23,40,MODERATE,2026-06-06_1155,TRUE,57,0
2026-06-06 11:56:18,0112530018_114717,function.c,C/C++,2.74,21318.62,0.28,7.02,1.00,12,75.00,0.22,40,MODERATE,2026-06-06_1156,TRUE,57,0
2026-06-06 11:56:48,0112530018_114717,*1.c,C/C++,2.07,25106.10,0.44,6.67,0.23,13,75.00,0.42,60,HIGH,2026-06-06_1156,TRUE,60,0
2026-06-06 11:57:18,0112530018_114717,*1.c,C/C++,2.07,25106.10,0.41,6.67,1.00,13,75.00,0.40,60,HIGH,2026-06-06_1157,TRUE,60,0
2026-06-06 11:57:48,0112530018_114717,*1.c,C/C++,2.11,25521.91,0.46,6.85,0.03,13,75.00,0.57,60,HIGH,2026-06-06_1157,TRUE,73,0
2026-06-06 11:58:18,0112530018_114717,*1.c,C/C++,2.14,25483.03,0.44,8.97,0.26,13,75.00,0.54,60,HIGH,2026-06-06_1158,TRUE,78,0
2026-06-06 11:58:49,0112530018_114717,*1.c,C/C++,2.06,25606.46,0.42,8.64,0.16,13,75.00,0.52,60,HIGH,2026-06-06_1158,TRUE,81,0
