timestamp,session_id,file_path,language,typing_speed_wpm,latency_variance_ms,pause_ratio,backspace_rate,idle_ratio,focus_switches,compile_success_rate,session_fragmentation,anxiety_score,risk_level,timestamp_batch,window_focused,keystrokes_total,compile_attempts
2026-05-06 11:17:59,0112510269_111759,C:\Windows\system32\cmd.exe,Unknown,0.00,0.00,0.00,0.00,0.00,0,90.00,0.00,0,LOW,2026-05-06_1117,FALSE,0,0
2026-05-06 11:18:29,0112510269_111759,C:\Windows\system32\cmd.exe,Unknown,0.00,0.00,0.00,0.00,1.00,0,90.00,0.00,0,LOW,2026-05-06_1118,FALSE,0,0
2026-05-06 11:18:59,0112510269_111759,C:\Windows\system32\cmd.exe,Unknown,0.00,0.00,0.00,0.00,1.00,0,90.00,0.00,0,LOW,2026-05-06_1118,FALSE,0,0
2026-05-06 11:19:29,0112510269_111759,Unknown,Unknown,0.00,0.00,0.00,0.00,0.28,5,90.00,0.00,0,LOW,2026-05-06_1119,FALSE,1,0
2026-05-06 11:19:59,0112510269_111759,Unknown,Unknown,0.93,0.00,0.00,0.00,0.42,9,90.00,0.00,10,LOW,2026-05-06_1119,FALSE,2,0
2026-05-06 11:20:29,0112510269_111759,q1.c,C/C++,1.69,11420.33,0.00,16.67,0.87,11,50.00,0.00,42,MODERATE,2026-05-06_1120,TRUE,6,0
2026-05-06 11:20:59,0112510269_111759,q1.c,C/C++,1.69,11420.33,0.00,16.67,1.00,11,50.00,0.00,42,MODERATE,2026-05-06_1120,TRUE,6,0
2026-05-06 11:21:29,0112510269_111759,q1.c,C/C++,1.69,11420.33,0.00,16.67,1.00,11,50.00,0.00,42,MODERATE,2026-05-06_1121,TRUE,6,0
2026-05-06 11:21:59,0112510269_111759,q1.c,C/C++,1.69,11420.33,0.00,16.67,1.00,11,50.00,0.00,42,MODERATE,2026-05-06_1121,TRUE,6,0
2026-05-06 11:22:29,0112510269_111759,q1.c,C/C++,1.69,11420.33,0.00,16.67,1.00,11,50.00,0.00,42,MODERATE,2026-05-06_1122,TRUE,6,0
2026-05-06 11:22:59,0112510269_111759,q1.c,C/C++,1.69,11420.33,0.00,16.67,1.00,11,50.00,0.00,42,MODERATE,2026-05-06_1122,TRUE,6,0
2026-05-06 11:23:29,0112510269_111759,q1.c,C/C++,1.69,11420.33,0.00,16.67,1.00,11,50.00,0.00,42,MODERATE,2026-05-06_1123,TRUE,6,0
2026-05-06 11:23:59,0112510269_111759,q1.c,C/C++,1.69,11420.33,0.00,16.67,1.00,11,50.00,0.00,42,MODERATE,2026-05-06_1123,TRUE,6,0
2026-05-06 11:24:29,0112510269_111759,q1.c,C/C++,1.69,11420.33,0.00,16.67,1.00,11,50.00,0.00,42,MODERATE,2026-05-06_1124,TRUE,6,0
2026-05-06 11:24:59,0112510269_111759,q1.c,C/C++,1.69,11420.33,0.00,16.67,1.00,11,50.00,0.00,42,MODERATE,2026-05-06_1124,TRUE,6,0
2026-05-06 11:25:29,0112510269_111759,*q1.c,C/C++,1.18,51674.08,0.68,5.56,0.12,12,75.00,0.27,60,HIGH,2026-05-06_1125,TRUE,36,0
2026-05-06 11:25:59,0112510269_111759,*q1.c,C/C++,2.27,1194.01,0.64,12.16,0.26,12,60.00,0.25,72,HIGH,2026-05-06_1125,TRUE,74,0
2026-05-06 11:26:29,0112510269_111759,*q1.c,C/C++,2.36,3085.90,0.60,11.90,0.08,12,60.00,0.23,72,HIGH,2026-05-06_1126,TRUE,84,0
2026-05-06 11:26:59,0112510269_111759,*q1.c,C/C++,2.58,3070.54,0.57,10.53,0.55,12,60.00,0.22,71,HIGH,2026-05-06_1126,TRUE,95,0
2026-05-06 11:27:29,0112510269_111759,*q1.c,C/C++,2.58,3070.54,0.54,10.53,1.00,12,60.00,0.21,71,HIGH,2026-05-06_1127,TRUE,95,0
2026-05-06 11:27:59,0112510269_111759,*q1.c,C/C++,2.28,9811.03,0.62,11.34,0.29,12,60.00,0.40,71,HIGH,2026-05-06_1127,TRUE,97,0
2026-05-06 11:28:30,0112510269_111759,*q1.c,C/C++,2.28,9811.03,0.59,11.34,1.00,12,60.00,0.38,71,HIGH,2026-05-06_1128,TRUE,97,0
